movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Philosopher's Stone,Potions and Parcels,Ron Weasley,"Turn it into rum. Actually managed a weak tea yesterday, before-",1,11
Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,Can I borrow this?  Thanks.,1,5
Harry Potter and the Philosopher's Stone,Potions and Parcels,Seamus Finnigan,"Hey, look! Neville's got a Remembrall!",1,6
Harry Potter and the Philosopher's Stone,Potions and Parcels,Hermione Granger,"I've read about those. When the smoke turns red,  it means you've forgotten something.",1,14
Harry Potter and the Philosopher's Stone,Potions and Parcels,Neville Longbottom,"The only problem is, I can't remember what I've forgotten.",1,10
Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",1,54
Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Up!!  Ooh!  Shut up, Harry.",1,5
Harry Potter and the Philosopher's Stone,New Seeker,Neville Longbottom,Ahhhh! Whoa! Ahhh!  Oh. Ah...help!  Ahh!,1,6
Harry Potter and the Philosopher's Stone,New Seeker,Draco Malfoy,"Did you see his face? Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse.",1,24
Harry Potter and the Philosopher's Stone,New Seeker,Draco Malfoy,"No. I think I'll leave it somewhere for Longbottom to find.  How 'bout up on the roof?  What's the matter, Potter? Bit beyond your reach?",1,25
Harry Potter and the Philosopher's Stone,New Seeker,Hermione Granger,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot.",1,20
Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,"Give it here, Malfoy, or I'll knock you off your broom!",1,11
Harry Potter and the Philosopher's Stone,New Seeker,Draco Malfoy,"Is that so?  Have it your way, then!",1,8
Harry Potter and the Philosopher's Stone,New Seeker,Quirinus Quirrell,An iguana s-such as this is...,1,6
Harry Potter and the Philosopher's Stone,New Seeker,Minerva McGonagall,"Professor Quirrell, excuse me, excuse me. Could I borrow Wood for a moment, please?",1,14
Harry Potter and the Philosopher's Stone,New Seeker,Quirinus Quirrell,"Oh. Y-yes, of course.  And the vampire b-bat...",1,8
Harry Potter and the Philosopher's Stone,New Seeker,Minerva McGonagall,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!",1,12
Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,1,17
Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,"A century, according to McGonagall.",1,5
Harry Potter and the Philosopher's Stone,New Seeker,Fred Weasley,"Hey, well done, Harry, Wood's just told us!",1,8
Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Fred and George are on the team, too. Beaters.",1,9
Harry Potter and the Philosopher's Stone,New Seeker,George Weasley,"Our job is to make sure that you don't get bloodied up too bad. Can't make any promises, of course. Rough game, Quidditch.",1,23
Harry Potter and the Philosopher's Stone,New Seeker,Fred Weasley,Brutal. But no one's died in years. Someone will vanish occasionally...,1,11
Harry Potter and the Philosopher's Stone,New Seeker,George Weasley,But they'll turn up in a month or two!,1,9
Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too!",1,16
Harry Potter and the Philosopher's Stone,New Seeker,Harry Potter,But I've never even played Quidditch. What if I make a fool of myself?,1,14
Harry Potter and the Philosopher's Stone,New Seeker,Hermione Granger,You won't make a fool of yourself. It's in your blood.,1,11
Harry Potter and the Philosopher's Stone,New Seeker,Ron Weasley,"Whoa. Harry, you never told me your father was a Seeker, too.",1,12
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,"I'm telling you, it's spooky. She knows more about you than you do.",1,13
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,Before the staircase moves again.,1,5
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Harry Potter,Does anyone feel like...we shouldn't be here?,1,7
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,We're not supposed to be here. This is the 3rd floor. It's forbidden.,1,13
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Harry Potter,Quick! Let’s hide though that door!,1,6
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,"That's it, we're done for!",1,5
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,"Oh, move over!  Alohomora.  Get in.",1,6
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,"Standard book of spells, Chapter 7.",1,6
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Argus Filch,"Anyone here, my sweet?  Come on.",1,6
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,Probably thinks this door's locked.,1,5
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,What do they think they're doing?? Keeping a thing like that locked up in a school.,1,16
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,"You don't use your eyes, do you? Didn't you see what it was standing on?",1,15
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",1,22
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,1,17
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Hermione Granger,"That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed... or worse, expelled!",1,29
Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,Ron Weasley,She needs to sort out her priorities!,1,7
Harry Potter and the Philosopher's Stone,Facts and Feathers,Oliver Wood,"Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker. That's you. There are three kinds of balls.  This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops.  The keeper, that's me, defends the hoops.  With me so far?",1,61
Harry Potter and the Philosopher's Stone,Facts and Feathers,Harry Potter,I think so. What are those?,1,6
Harry Potter and the Philosopher's Stone,Facts and Feathers,Oliver Wood,"You better take this.  Careful now, it's comin' back.  Eh, not bad, Potter, you'd make a fair beater... Uh-oh.",1,19
Harry Potter and the Philosopher's Stone,Facts and Feathers,Oliver Wood,"Bludger. Nasty little buggers. But you are the seeker, and the only thing I want you to worry about is this... the Golden Snitch.",1,24
Harry Potter and the Philosopher's Stone,Facts and Feathers,Oliver Wood,"Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see.",1,16
Harry Potter and the Philosopher's Stone,Facts and Feathers,Harry Potter,What do I do with it?,1,6
Harry Potter and the Philosopher's Stone,Facts and Feathers,Oliver Wood,"You catch it... before the other team's seeker. You catch this, the game is over. You catch this, Potter, and we win.",1,22
Harry Potter and the Philosopher's Stone,Facts and Feathers,Hermione Granger,"Stop, stop, stop. You're going to take someone's eye out. Besides, you're saying it wrong. It's Levi-o-sa, not Leviosar.",1,19
Harry Potter and the Philosopher's Stone,Facts and Feathers,Ron Weasley,"You do it then if you're so clever. Go on, go on.",1,12
Harry Potter and the Philosopher's Stone,Facts and Feathers,Harry Potter,"I think we're going to need another feather over here, Professor.",1,11
Harry Potter and the Philosopher's Stone,Facts and Feathers,Ron Weasley,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",1,15
Harry Potter and the Philosopher's Stone,Facts and Feathers,Harry Potter,I think she heard you.,1,5
Harry Potter and the Philosopher's Stone,Mountain Troll,Neville Longbottom,Parvati Patil said that she wouldn't come out of the girl's bathroom. She said that she'd been in there all afternoon...crying.,1,21
Harry Potter and the Philosopher's Stone,Mountain Troll,Quirinus Quirrell,TROLL! IN THE DUNGEON! T-TROOLLL IN THE DUNGEON!!  Thought you ought to know.,1,13
Harry Potter and the Philosopher's Stone,Mountain Troll,Albus Dumbledore,"SILLLLLEEENNNNCEEEEE!  Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",1,23
Harry Potter and the Philosopher's Stone,Mountain Troll,Percy Weasley,"Gryffindors, keep up please. And stay alert!",1,7
Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,How could a troll get in?,1,6
Harry Potter and the Philosopher's Stone,Mountain Troll,Ron Weasley,Not by itself. Trolls are really stupid. Probably people playing jokes.  What?,1,12
Harry Potter and the Philosopher's Stone,Mountain Troll,Ron Weasley,I think the troll's left the dungeon!,1,7
Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,It’s going into the Girl's Bathroom!,1,6
Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,I don't think so. Just knocked out.  Ew. Troll bogies.,1,10
Harry Potter and the Philosopher's Stone,Mountain Troll,Minerva McGonagall,"Oh! Oh, my goodness! E-Explain yourselves, both of you!",1,9
Harry Potter and the Philosopher's Stone,Mountain Troll,Hermione Granger,"It's my fault, Professor McGonagall.",1,5
Harry Potter and the Philosopher's Stone,Mountain Troll,Hermione Granger,I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,1,32
Harry Potter and the Philosopher's Stone,Mountain Troll,Minerva McGonagall,"Be that as it may be...it was an extremely foolish thing to do.  I would have expected more rational behavior on your part, Miss Granger. Five points will be taken from Gryffindor for your serious lack of judgment.  As for you two gentlemen I just hope you realize how fortunate you are. Not many students could take on a fully grown mountain troll and live to tell the tale. Five points...will be awarded to each of you.  For sheer dumb luck.",1,81
Harry Potter and the Philosopher's Stone,Mountain Troll,Quirinus Quirrell,Perhaps you ought to go...M-might wake up...heh.  Ahh! Hehe....,1,9
Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,Good for you to get us out of trouble like that.,1,11
Harry Potter and the Philosopher's Stone,Mountain Troll,Ron Weasley,"Mind you, I mean, we did save her life.",1,9
Harry Potter and the Philosopher's Stone,Mountain Troll,Harry Potter,"Mind you, she didn't need saving if you hadn't insulted her.",1,11
Harry Potter and the Philosopher's Stone,Quidditch,Ron Weasley,"Take a bit of toast, mate, go on.",1,8
Harry Potter and the Philosopher's Stone,Quidditch,Hermione Granger,"Ron's right, Harry. You're gonna need your strength today.",1,9
Harry Potter and the Philosopher's Stone,Quidditch,Severus Snape,"Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin.",1,30
Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",1,33
Harry Potter and the Philosopher's Stone,Quidditch,Hermione Granger,But why would anyone go near that dog?,1,8
Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,"The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",1,23
Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,That's what the dog's guarding. That's what Snape wants.,1,9
Harry Potter and the Philosopher's Stone,Quidditch,Hermione Granger,"Bit early for mail, isn't it?",1,6
Harry Potter and the Philosopher's Stone,Quidditch,Harry Potter,But I-I never get mail.,1,5
Harry Potter and the Philosopher's Stone,Quidditch,Ron Weasley,"Thats not just any broomstick, Harry.  It's a Nimbus 2000!",1,10
Harry Potter and the Philosopher's Stone,Quidditch,Oliver Wood,That's all right. I felt the same way before my first game.,1,12
Harry Potter and the Philosopher's Stone,Quidditch,Oliver Wood,"Er, I don't really remember. I took a bludger to the head 2 minutes in. Woke up in the hospital a week later.",1,23
